objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Trajan","102680","7","1","0","0","0","0","0","0","1","0","0","3","","","","","","37966240","7.51511","7.7571","3.6531","99","17728","thing","Trajan","2","4","120","120","60","2011","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Treasure Island","242639","0","","0","0","0","0","0","0","0","0","1","3","","","","","","59503305","6.76804","7.30492","2.2949","641","7640","thing","Treasure Island","2","5","45","45","45","2018","3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Troyes","73439","7.5","1","0","1","0","0","0","1","0","0","0","3","","","","","","29414511","7.56138","7.75453","3.4629","87","22286","thing","Troyes","1","4","90","90","90","2010","2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Troyes: The Ladies of Troyes","127061","0","","0","0","0","0","0","0","0","0","1","3","","","","","","32665820","6.74932","7.95967","3.5181","0","7038","thing","Troyes: The Ladies of Troyes","2","4","90","90","90","2012","2,3,4","3","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Twilight Imperium: Fourth Edition","233078","10","1","0","1","0","0","0","0","0","0","0","1","","","","","","44497705","8.25429","8.68472","4.2399","6","18765","thing","Twilight Imperium: Fourth Edition","3","6","480","480","240","2017","3,4,5,6","6","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Twilight Imperium: Third Edition","12493","9","5","0","0","0","0","0","0","1","0","0","3","","","","","","28932655","7.56942","7.83113","4.2532","84","20187","thing","Twilight Imperium: Third Edition","3","6","240","240","180","2005","4,5,6","6","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Twilight Imperium: Third Edition – Shards of the Throne","95802","0","","0","0","0","0","0","0","1","0","0","1","","","","","","31675674","7.31422","8.64827","4.3176","0","5762","thing","Twilight Imperium: Third Edition – Shards of the Throne","3","8","240","240","180","2011","4,5,6,7,8","6","16+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Twilight Imperium: Third Edition – Shattered Empire","22821","0","","0","0","0","0","0","0","1","0","0","3","","","","","","29519862","7.72049","8.58521","4.1996","0","8970","thing","Twilight Imperium: Third Edition – Shattered Empire","3","8","240","240","240","2006","4,5,6,7,8","6","14+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Twilight Struggle","12333","8","5","0","1","0","0","0","0","0","0","0","3","","","","","","28932663","8.12348","8.28697","3.5887","13","58093","thing","Twilight Struggle","2","2","180","180","120","2005","2","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Tyrants of the Underdark","189932","0","","0","0","0","0","0","0","0","0","0","3","","","","","","40006034","7.29593","7.89788","2.5588","188","7009","thing","Tyrants of the Underdark","2","4","60","60","60","2016","2,3,4","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Tzolk'in: The Mayan Calendar","126163","8","2","0","1","0","0","0","0","0","0","0","2","","","","","","31161530","7.74815","7.89649","3.6659","45","37288","thing","Tzolk'in: The Mayan Calendar","2","4","90","90","90","2012","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Tzolk'in: The Mayan Calendar – Mini Expansion 2","142580","0","","0","1","0","0","0","0","0","0","0","3","","","","","","40099322","6.00667","7.6273","3.2692","0","3077","thing","Tzolk'in: The Mayan Calendar – Mini Expansion 2","2","4","90","90","90","2013","2,3,4","4","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Tzolk'in: The Mayan Calendar – Tribes & Prophecies","143065","0","","0","1","0","0","0","0","0","0","0","1","","","","","","31621677","7.25616","8.13564","3.6094","0","11172","thing","Tzolk'in: The Mayan Calendar – Tribes & Prophecies","2","5","90","90","90","2013","2,3,4,5","4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Ulm","191876","7.5","2","0","1","0","0","0","0","0","0","0","1","","","","","","38244858","6.48033","7.04855","2.6867","1093","4004","thing","Ulm","2","4","75","75","45","2016","2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Ultimate Werewolf: Deluxe Edition","152242","0","","0","0","0","0","0","0","1","0","0","3","","","","","","29211153","6.21705","7.10172","1.4857","1697","4904","thing","Ultimate Werewolf: Deluxe Edition","5","75","30","30","30","2014","8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27","11,12,13,14,15,16,17,18,19,20","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Underwater Cities","247763","0","","0","0","0","0","0","0","0","0","1","4","","","","","","58472240","7.75688","8.11399","3.5909","43","15474","thing","Underwater Cities","1","4","150","150","80","2018","1,2,3","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Unlock!: Escape Adventures","213460","6","3","0","1","0","0","0","0","0","0","0","1","","","","","","59733363","6.93301","7.41752","2.1867","0","7805","thing","Unlock!: Escape Adventures","2","6","75","75","45","2017","2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Asmodee","Spanish","2017","Spanish edition"
"Vampire: The Eternal Struggle","2122","2","1","0","0","0","0","0","0","0","0","0","3","","","","","","33621587","6.41034","7.20851","3.3767","1213","2986","thing","Vampire: The Eternal Struggle","2","5","120","120","120","1994","4,5","5","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Vanuatu (Second Edition)","193927","8","1","0","1","0","0","0","0","0","0","0","3","","","","","","38172290","6.26576","7.54589","3.3415","0","1935","thing","Vanuatu (Second Edition)","2","5","90","90","60","2016","3,4,5","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Vast: The Crystal Caverns","170416","0","","0","0","0","0","0","0","0","0","0","4","","","","","","36363126","6.76137","7.1609","3.6","655","11989","thing","Vast: The Crystal Caverns","1","5","75","75","75","2016","2,3,4,5","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Via Nebula","191231","8","5","0","1","0","0","0","0","0","0","0","1","","Some necessary text - easily memorized or small crib sheet 
","","","","39409095","6.59252","7.04876","2.2328","890","5567","thing","Via Nebula","2","4","60","60","45","2016","2,3,4","3,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Viceroy","157526","0","","0","0","0","0","0","0","1","0","0","4","","","","","","33069815","6.49175","6.82286","2.6471","1079","9144","thing","Viceroy","1","4","60","60","45","2015","2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Mayday Games","English","2015","English limited edition"
"Viceroy Promo Cards","181004","0","","0","0","0","0","0","0","1","0","0","1","","","","","","33176718","5.61572","6.52512","2.6","0","1172","thing","Viceroy Promo Cards","1","4","60","60","45","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Vikings","27173","0","","0","0","0","0","0","0","1","0","0","1","","","","","","45365660","6.93856","7.24823","2.5405","457","7724","thing","Vikings","2","4","60","60","60","2007","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Village","104006","8","5","0","1","0","0","0","0","0","0","0","2","","","","","","29414631","7.3463","7.51658","3.0729","166","26941","thing","Village","2","4","90","90","60","2011","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Village: Customer Expansion","124118","0","","0","1","0","0","0","0","0","0","0","1","","","","","","31893456","5.8764","7.23017","2.4615","0","2118","thing","Village: Customer Expansion","2","4","90","90","90","2012","2,3,4","3,4","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Village: Customer Expansion 2","166592","0","","0","1","0","0","0","0","0","0","0","1","","","","","","31893457","5.72981","7.34584","3","0","1543","thing","Village: Customer Expansion 2","2","5","75","75","75","2014","2,3,4,5","4","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Village: Inn","136223","0","","0","1","0","0","0","0","0","0","0","1","","","","","","31908925","6.98331","7.84217","2.9848","0","8841","thing","Village: Inn","2","5","120","120","60","2013","2,3,4,5","4","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Village: Port","155996","0","","0","1","0","0","0","0","0","0","0","1","","","","","","31893453","6.76685","7.96605","3.0333","0","6929","thing","Village: Port","2","5","90","90","90","2014","2,3,4,5","4","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Vinhos","42052","7","3","4","0","0","0","0","0","1","0","0","3","","","","","","28931991","6.94126","7.48251","4.2066","455","4646","thing","Vinhos","2","4","135","135","60","2010","2,3,4","4","14+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Vinhos Deluxe Edition","175640","7","1","0","1","0","0","0","0","0","0","0","1","","","","","","37497079","7.46753","8.19405","4.0409","113","8635","thing","Vinhos Deluxe Edition","1","4","135","135","60","2016","1,2,3,4","4","14+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Eagle-Gryphon Games","English","2016","English edition"
"Vinhos Deluxe Edition: Connoisseur Expansion Pack","207812","0","","0","1","0","0","0","0","0","0","0","1","","","","","","37497085","5.72791","8.19086","4","0","1923","thing","Vinhos Deluxe Edition: Connoisseur Expansion Pack","1","4","135","135","60","2016","2,3,4","4","14+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Vinhos Deluxe Edition: Experts Expansion Pack","207816","0","","0","1","0","0","0","0","0","0","0","1","","","","","","37497087","5.73337","8.30181","3.5","0","1932","thing","Vinhos Deluxe Edition: Experts Expansion Pack","1","4","135","135","60","2016","2,3,4","4","14+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Vinhos Deluxe Edition: Islands Expansion Pack","207818","0","","0","1","0","0","0","0","0","0","0","1","","","","","","37497096","5.70981","8.16993","3.5","0","1868","thing","Vinhos Deluxe Edition: Islands Expansion Pack","1","4","135","135","60","2016","2,3,4","4","14+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Vinhos Deluxe Edition: Tasting Room Expansion Pack","207820","0","","0","1","0","0","0","0","0","0","0","1","","","","","","37497083","5.70369","7.85642","3.5","0","1860","thing","Vinhos Deluxe Edition: Tasting Room Expansion Pack","1","4","135","135","60","2016","2,3,4","4","14+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Viticulture","128621","7","9","0","1","0","0","0","0","0","0","0","1","","","","","","31926277","7.27817","7.57772","2.9321","199","9232","thing","Viticulture","2","6","90","90","90","2014","2,3,4,5","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Stonemaier Games","English","2014","English second edition"
